hid,pid,person_number,age,sex
62628,146131,1,62,2
62629,146132,1,71,1
62629,146133,2,73,2
62630,146134,1,70,2
62630,146135,2,68,1
62631,146136,1,43,2
62631,146137,2,46,1
62631,146138,3,9,2
62632,146139,1,73,1
62632,146140,2,64,2
62633,146141,1,58,1
62633,146142,2,58,2
62634,146143,1,63,2
62634,146144,2,60,1
62635,146145,1,64,1
62635,146146,2,66,2
62636,146147,1,63,1
62636,146148,2,7,2
62637,146149,1,68,2
62637,146150,2,68,1
62638,146151,1,48,2
62638,146152,2,51,1
62638,146153,3,17,1
62638,146154,4,15,1
62638,146155,5,11,1
62638,146156,6,8,1
62639,146157,1,68,2
62639,146158,2,68,1
62640,146159,1,60,1
62640,146160,2,67,2
62641,146161,1,82,1
62641,146162,2,75,2
62642,146163,1,44,2
62642,146164,2,53,1
62643,146165,1,60,2
62643,146166,2,65,1
62644,146167,1,22,1
62644,146168,2,21,2
62645,146169,1,56,2
62645,146170,2,27,1
62646,146171,1,66,1
62646,146172,2,63,2
62647,146173,1,30,1
62647,146174,2,29,2
62647,146175,3,3,1
62648,146176,1,65,1
62648,146177,2,46,2
62649,146178,1,75,2
62649,146179,2,79,1
62650,146180,1,82,2
62651,146181,1,51,1
62651,146182,2,62,2
62652,146183,1,63,1
62653,146184,1,63,2
62653,146185,2,59,1
62654,146186,1,59,1
62654,146187,2,54,2
62655,146188,1,59,2
62655,146189,2,66,1
62656,146190,1,67,2
62656,146191,2,61,1
62657,146192,1,71,1
62657,146193,2,73,2
62658,146194,1,51,1
62658,146195,2,49,2
62658,146196,3,16,1
62658,146197,4,57,1
62658,146198,5,17,1
62659,146199,1,68,1
62659,146200,2,66,2
62660,146201,1,62,1
62660,146202,2,60,2
62661,146203,1,51,1
62661,146204,2,52,2
62661,146205,3,24,2
62662,146206,1,57,2
62663,146207,1,60,1
62663,146208,2,55,2
62663,146209,3,24,2
62663,146210,4,14,2
62663,146211,5,11,2
62664,146212,1,62,1
62664,146213,2,58,2
62664,146214,3,16,1
62665,146215,1,23,2
62665,146216,2,30,1
62665,146217,3,2,2
62665,146218,4,0,1
62665,146219,5,16,1
62666,146220,1,51,1
62666,146221,2,31,1
62667,146222,1,60,1
62667,146223,2,62,1
62667,146224,3,87,2
62668,146225,1,27,1
62668,146226,2,3,1
62668,146227,3,26,2
62668,146228,4,7,2
62669,146229,1,50,1
62669,146230,2,52,2
62669,146231,3,15,1
62669,146232,4,21,1
62670,146233,1,76,1
62670,146234,2,64,2
62670,146235,3,57,1
62671,146236,1,40,2
62671,146237,2,37,1
62671,146238,3,17,1
62671,146239,4,3,1
62671,146240,5,0,1
62672,146241,1,57,2
62672,146242,2,58,1
62672,146243,3,27,1
62672,146244,4,25,1
62672,146245,5,19,1
62673,146246,1,23,2
62673,146247,2,22,1
62674,146248,1,68,1
62674,146249,2,60,2
62675,146250,1,75,2
62675,146251,2,36,2
62675,146252,3,31,1
62676,146253,1,44,1
62676,146254,2,48,2
62676,146255,3,14,1
62677,146256,1,52,1
62677,146257,2,50,2
62678,146258,1,40,1
62678,146259,2,30,2
62678,146260,3,6,2
62678,146261,4,4,1
62678,146262,5,4,1
62679,146263,1,84,2
62679,146264,2,94,1
62680,146265,1,66,2
62680,146266,2,86,2
62681,146267,1,79,2
62681,146268,2,81,1
62681,146269,3,46,2
62682,146270,1,42,2
62682,146271,2,44,1
62682,146272,3,9,2
62682,146273,4,5,1
62683,146274,1,40,2
62683,146275,2,9,1
62684,146276,1,25,2
62684,146277,2,43,1
62684,146278,3,9,2
62684,146279,4,6,1
62685,146280,1,40,2
62685,146281,2,50,1
62685,146282,3,16,1
62685,146283,4,15,1
62685,146284,5,11,1
62686,146285,1,22,1
62687,146286,1,84,2
62688,146287,1,28,1
62688,146288,2,19,1
62689,146289,1,61,1
62689,146290,2,58,2
62689,146291,3,40,1
62689,146292,4,13,1
62690,146293,1,72,2
62691,146294,1,24,1
62692,146295,1,40,1
62692,146296,2,38,2
62692,146297,3,8,1
62692,146298,4,4,1
62692,146299,5,3,2
62693,146300,1,41,2
62693,146301,2,15,2
62693,146302,3,11,1
62694,146303,1,45,1
62694,146304,2,19,2
62695,146305,1,58,1
62695,146306,2,60,2
62696,146307,1,22,1
62696,146308,2,19,1
62696,146309,3,24,1
62696,146310,4,22,1
62696,146311,5,20,2
62697,146312,1,65,2
62697,146313,2,64,1
62697,146314,3,41,1
62698,146315,1,66,1
62698,146316,2,56,2
62699,146317,1,26,1
62700,146318,1,69,2
62700,146319,2,77,1
62701,146320,1,61,1
62701,146321,2,59,2
62702,146322,1,61,2
62702,146323,2,61,1
62703,146324,1,45,1
62703,146325,2,37,2
62704,146326,1,60,2
62704,146327,2,60,1
62705,146328,1,61,1
62705,146329,2,58,2
62706,146330,1,78,1
62706,146331,2,74,2
62707,146332,1,54,2
62707,146333,2,46,2
62708,146334,1,30,2
62708,146335,2,35,1
62708,146336,3,5,1
62708,146337,4,11,1
62708,146338,5,10,1
62709,146339,1,39,2
62709,146340,2,42,1
62709,146341,3,2,2
62710,146342,1,42,2
62710,146343,2,19,2
62710,146344,3,13,2
62710,146345,4,11,1
62711,146346,1,62,1
62711,146347,2,60,2
62712,146348,1,67,1
62712,146349,2,67,2
62713,146350,1,22,1
62714,146351,1,39,2
62714,146352,2,41,1
62714,146353,3,13,1
62714,146354,4,11,1
62715,146355,1,36,2
62715,146356,2,39,1
62715,146357,3,10,2
62715,146358,4,4,1
62715,146359,5,0,1
62716,146360,1,29,1
62716,146361,2,27,2
62716,146362,3,5,2
62716,146363,4,3,2
62717,146364,1,22,1
62717,146365,2,19,1
62717,146366,3,24,1
62717,146367,4,22,1
62717,146368,5,20,2
62718,146369,1,40,1
62718,146370,2,33,2
62718,146371,3,12,2
62718,146372,4,11,2
62718,146373,5,7,1
62719,146374,1,24,1
62719,146375,2,52,2
62719,146376,3,49,1
62720,146377,1,64,2
62720,146378,2,79,1
62721,146379,1,72,1
62721,146380,2,75,2
62722,146381,1,76,1
62722,146382,2,70,2
62723,146383,1,28,2
62723,146384,2,6,2
62723,146385,3,2,1
62723,146386,4,0,2
62723,146387,5,27,1
62724,146388,1,23,1
62724,146389,2,24,2
62724,146390,3,3,2
62725,146391,1,41,1
62725,146392,2,43,2
62725,146393,3,16,1
62725,146394,4,11,2
62725,146395,5,21,1
62726,146396,1,75,1
62726,146397,2,71,2
62727,146398,1,49,2
62727,146399,2,3,2
62727,146400,3,23,1
62727,146401,4,22,2
62728,146402,1,24,2
62728,146403,2,6,1
62728,146404,3,4,1
62728,146405,4,2,2
62729,146406,1,53,2
62729,146407,2,53,1
62730,146408,1,54,2
62731,146409,1,80,1
62731,146410,2,78,2
62732,146411,1,93,2
62733,146412,1,32,2
62733,146413,2,35,2
62733,146414,3,8,1
62733,146415,4,2,2
62734,146416,1,63,1
62734,146417,2,61,2
62735,146418,1,45,2
62735,146419,2,47,1
62735,146420,3,24,1
62735,146421,4,22,2
62735,146422,5,22,2
62736,146423,1,36,2
62736,146424,2,43,1
62736,146425,3,6,1
62736,146426,4,0,2
62737,146427,1,23,2
62737,146428,2,5,1
62737,146429,3,4,2
62737,146430,4,0,2
62737,146431,5,28,1
62738,146432,1,46,1
62738,146433,2,44,2
62738,146434,3,3,2
62738,146435,4,15,1
62738,146436,5,79,1
62739,146437,1,74,1
62740,146438,1,71,1
62740,146439,2,71,1
62740,146440,3,52,2
62740,146441,4,28,1
62740,146442,5,22,1
62741,146443,1,49,1
62741,146444,2,48,2
62741,146445,3,21,1
62741,146446,4,18,2
62742,146447,1,51,1
62742,146448,2,52,2
62742,146449,3,24,2
62743,146450,1,88,2
62743,146451,2,37,2
62743,146452,3,14,2
62743,146453,4,12,2
62743,146454,5,11,1
62743,146455,6,8,2
62743,146456,7,6,2
62743,146457,8,4,1
62744,146458,1,55,2
62744,146459,2,53,1
62744,146460,3,19,1
62744,146461,4,17,1
62745,146462,1,70,1
62745,146463,2,69,2
62746,146464,1,49,2
62746,146465,2,3,2
62746,146466,3,23,1
62746,146467,4,22,2
62747,146468,1,62,2
62747,146469,2,64,1
62748,146470,1,32,1
62748,146471,2,29,2
62748,146472,3,0,2
62749,146473,1,57,1
62749,146474,2,57,2
62750,146475,1,72,2
62751,146476,1,50,1
62751,146477,2,43,2
62751,146478,3,8,1
62751,146479,4,15,1
62752,146480,1,47,1
62752,146481,2,35,2
62752,146482,3,12,2
62752,146483,4,10,1
62753,146484,1,61,1
62753,146485,2,60,2
62754,146486,1,27,1
62754,146487,2,3,1
62754,146488,3,26,2
62754,146489,4,7,2
62755,146490,1,69,2
62756,146491,1,63,2
62756,146492,2,46,2
62757,146493,1,61,2
62757,146494,2,36,1
62757,146495,3,17,1
62757,146496,4,13,1
62758,146497,1,67,1
62758,146498,2,67,2
62759,146499,1,59,1
62759,146500,2,73,2
62760,146501,1,43,1
62760,146502,2,20,2
62760,146503,3,17,1
62760,146504,4,15,1
62761,146505,1,59,1
62761,146506,2,46,2
62761,146507,3,17,2
62761,146508,4,15,1
62761,146509,5,6,1
62762,146510,1,69,2
62762,146511,2,71,1
62763,146512,1,52,1
62763,146513,2,50,2
62764,146514,1,68,1
62764,146515,2,63,2
62765,146516,1,82,2
62765,146517,2,55,2
62766,146518,1,65,2
62766,146519,2,66,1
62767,146520,1,56,2
62767,146521,2,61,1
62768,146522,1,48,2
62768,146523,2,47,1
62768,146524,3,25,1
62768,146525,4,18,2
62769,146526,1,55,2
62769,146527,2,57,1
62769,146528,3,55,1
62770,146529,1,43,1
62770,146530,2,38,2
62771,146531,1,43,1
62771,146532,2,42,2
62771,146533,3,16,1
62771,146534,4,15,1
62772,146535,1,61,2
62772,146536,2,60,1
62773,146537,1,34,1
62773,146538,2,37,2
62773,146539,3,13,1
62773,146540,4,8,1
62773,146541,5,5,1
62774,146542,1,23,2
62774,146543,2,22,1
62775,146544,1,59,1
62775,146545,2,61,2
62776,146546,1,54,1
62776,146547,2,59,2
62776,146548,3,30,2
62776,146549,4,3,1
62777,146550,1,54,2
62777,146551,2,61,1
62777,146552,3,12,2
62777,146553,4,10,1
62778,146554,1,55,2
62778,146555,2,53,1
62778,146556,3,19,1
62778,146557,4,17,1
62779,146558,1,60,2
62779,146559,2,93,2
62780,146560,1,19,2
62780,146561,2,19,1
62780,146562,3,55,2
62781,146563,1,72,1
62781,146564,2,71,2
62782,146565,1,58,1
62782,146566,2,58,2
62783,146567,1,60,2
62783,146568,2,73,1
62784,146569,1,73,2
62784,146570,2,76,1
62785,146571,1,40,2
62785,146572,2,41,1
62785,146573,3,17,2
62785,146574,4,10,1
62785,146575,5,8,2
62786,146576,1,65,1
62786,146577,2,64,2
62787,146578,1,22,1
62787,146579,2,19,1
62787,146580,3,24,1
62787,146581,4,22,1
62787,146582,5,20,2
62788,146583,1,47,2
62788,146584,2,28,1
62789,146585,1,90,1
62790,146586,1,21,2
62790,146587,2,24,1
62791,146588,1,68,2
62791,146589,2,18,1
62791,146590,3,18,1
62792,146591,1,26,2
62792,146592,2,32,1
62792,146593,3,5,1
62792,146594,4,4,1
62792,146595,5,1,2
62793,146596,1,81,2
62793,146597,2,77,1
62794,146598,1,45,2
62794,146599,2,47,1
62794,146600,3,23,2
62794,146601,4,3,2
62794,146602,5,64,1
62795,146603,1,28,2
62795,146604,2,27,1
62795,146605,3,1,2
62796,146606,1,57,1
62796,146607,2,29,1
62796,146608,3,19,2
62797,146609,1,72,1
62797,146610,2,80,2
62798,146611,1,24,2
62798,146612,2,26,1
62799,146613,1,39,1
62799,146614,2,14,2
62799,146615,3,42,2
62799,146616,4,10,1
62800,146617,1,37,1
62800,146618,2,36,2
62800,146619,3,10,2
62800,146620,4,8,2
62801,146621,1,70,2
62801,146622,2,70,1
62802,146623,1,23,2
62802,146624,2,30,1
62803,146625,1,58,1
62803,146626,2,58,2
62804,146627,1,57,2
62804,146628,2,63,1
62805,146629,1,63,2
62805,146630,2,64,1
62805,146631,3,35,2
62805,146632,4,8,1
62806,146633,1,54,2
62806,146634,2,60,1
62806,146635,3,19,1
62806,146636,4,18,1
62806,146637,5,16,2
62807,146638,1,70,1
62807,146639,2,57,2
62808,146640,1,47,1
62809,146641,1,22,2
62809,146642,2,23,1
62810,146643,1,69,2
62810,146644,2,75,1
62811,146645,1,66,1
62811,146646,2,62,2
62812,146647,1,40,1
62812,146648,2,38,2
62812,146649,3,16,2
62812,146650,4,15,2
62812,146651,5,13,2
62813,146652,1,59,2
62813,146653,2,64,1
62813,146654,3,39,1
62813,146655,4,39,2
62814,146656,1,30,2
62814,146657,2,35,1
62814,146658,3,5,1
62814,146659,4,11,1
62814,146660,5,10,1
62815,146661,1,59,1
62815,146662,2,51,2
62816,146663,1,71,2
62816,146664,2,63,1
62817,146665,1,82,1
62817,146666,2,82,2
62818,146667,1,62,1
62818,146668,2,58,2
62819,146669,1,34,1
62819,146670,2,33,2
62819,146671,3,16,2
62819,146672,4,9,1
62819,146673,5,7,1
62820,146674,1,65,1
62820,146675,2,66,2
62821,146676,1,70,1
62821,146677,2,69,2
62822,146678,1,22,1
62822,146679,2,19,1
62822,146680,3,24,1
62822,146681,4,22,1
62822,146682,5,20,2
62823,146683,1,23,2
62823,146684,2,30,1
62823,146685,3,2,2
62823,146686,4,0,1
62823,146687,5,16,1
62824,146688,1,37,1
62824,146689,2,37,2
62824,146690,3,11,2
62825,146691,1,59,1
62825,146692,2,46,2
62825,146693,3,17,2
62825,146694,4,15,1
62825,146695,5,6,1
62826,146696,1,60,1
62826,146697,2,54,2
62827,146698,1,48,1
62827,146699,2,45,2
62827,146700,3,20,1
62828,146701,1,59,2
62828,146702,2,58,1
62829,146703,1,27,1
62829,146704,2,3,1
62829,146705,3,26,2
62829,146706,4,7,2
62830,146707,1,32,2
62830,146708,2,6,1
62831,146709,1,35,1
62831,146710,2,37,2
62831,146711,3,2,2
62831,146712,4,0,2
62832,146713,1,22,2
62832,146714,2,1,2
62833,146715,1,63,1
62833,146716,2,63,2
62833,146717,3,11,2
62834,146718,1,77,2
62834,146719,2,52,1
62834,146720,3,24,2
62835,146721,1,73,1
62835,146722,2,69,2
62836,146723,1,70,2
62836,146724,2,70,1
62837,146725,1,48,1
62837,146726,2,48,2
62837,146727,3,19,1
62837,146728,4,12,1
62838,146729,1,24,2
62838,146730,2,25,1
62838,146731,3,5,1
62838,146732,4,2,1
62839,146733,1,69,2
62839,146734,2,55,1
62839,146735,3,46,2
62839,146736,4,16,2
62840,146737,1,40,1
62840,146738,2,33,2
62840,146739,3,12,2
62840,146740,4,11,2
62840,146741,5,7,1
62841,146742,1,75,1
62841,146743,2,76,2
62842,146744,1,28,1
62842,146745,2,25,2
62842,146746,3,6,2
62842,146747,4,1,1
62843,146748,1,60,1
62843,146749,2,56,2
62844,146750,1,66,2
62844,146751,2,46,2
62844,146752,3,44,2
62844,146753,4,36,2
62844,146754,5,24,1
62845,146755,1,33,1
62845,146756,2,33,2
62845,146757,3,10,1
62845,146758,4,8,2
62846,146759,1,59,2
62846,146760,2,60,1
62846,146761,3,32,1
62846,146762,4,23,2
62847,146763,1,28,2
62847,146764,2,6,2
62847,146765,3,2,1
62847,146766,4,0,2
62847,146767,5,27,1
62848,146768,1,56,2
62848,146769,2,54,1
62849,146770,1,35,2
62849,146771,2,41,1
62849,146772,3,15,2
62849,146773,4,7,1
62849,146774,5,4,2
62850,146775,1,29,1
62850,146776,2,35,2
62850,146777,3,3,1
62851,146778,1,74,2
62851,146779,2,77,1
62852,146780,1,58,2
62852,146781,2,53,1
62853,146782,1,78,2
62854,146783,1,81,2
62854,146784,2,63,2
62854,146785,3,78,1
62854,146786,4,24,1
62855,146787,1,23,2
62855,146788,2,30,1
62855,146789,3,2,2
62855,146790,4,0,1
62855,146791,5,16,1
62856,146792,1,93,1
62856,146793,2,87,2
62856,146794,3,60,1
62856,146795,4,16,1
62857,146796,1,40,1
62857,146797,2,30,2
62857,146798,3,6,2
62857,146799,4,4,1
62857,146800,5,4,1
62858,146801,1,81,2
62858,146802,2,77,1
62859,146803,1,44,1
62859,146804,2,44,2
62859,146805,3,18,2
62859,146806,4,14,2
62860,146807,1,34,1
62860,146808,2,33,2
62860,146809,3,16,2
62860,146810,4,9,1
62860,146811,5,7,1
62861,146812,1,81,1
62861,146813,2,72,2
62862,146814,1,21,1
62862,146815,2,20,2
62863,146816,1,21,2
62863,146817,2,25,1
62864,146818,1,45,1
62864,146819,2,9,2
62865,146820,1,42,1
62865,146821,2,41,2
62865,146822,3,17,1
62865,146823,4,13,1
62866,146824,1,31,1
62866,146825,2,31,2
62866,146826,3,7,1
62866,146827,4,4,2
62867,146828,1,70,1
62867,146829,2,46,1
62867,146830,3,20,2
62868,146831,1,58,2
62868,146832,2,20,1
62868,146833,3,15,1
62868,146834,4,68,2
62869,146835,1,72,2
62869,146836,2,53,1
62870,146837,1,60,2
62870,146838,2,66,1
62871,146839,1,59,1
62871,146840,2,73,2
62872,146841,1,55,2
62872,146842,2,55,1
62873,146843,1,50,2
62873,146844,2,47,1
62874,146845,1,23,2
62874,146846,2,22,1
62875,146847,1,30,2
62875,146848,2,10,1
62875,146849,3,0,1
62876,146850,1,35,2
62876,146851,2,39,1
62876,146852,3,17,2
62876,146853,4,13,1
62876,146854,5,10,2
62877,146855,1,70,1
62877,146856,2,57,2
62878,146857,1,57,2
62878,146858,2,59,1
62879,146859,1,51,1
62879,146860,2,48,2
62879,146861,3,22,1
62879,146862,4,17,2
62880,146863,1,75,2
62880,146864,2,79,1
62881,146865,1,66,1
62881,146866,2,64,2
62882,146867,1,46,2
62882,146868,2,48,1
62882,146869,3,21,1
62882,146870,4,12,1
62883,146871,1,43,1
62883,146872,2,20,2
62883,146873,3,17,1
62883,146874,4,15,1
62884,146875,1,58,2
62884,146876,2,68,1
62885,146877,1,34,1
62885,146878,2,33,2
62885,146879,3,16,2
62885,146880,4,9,1
62885,146881,5,7,1
62886,146882,1,34,1
62886,146883,2,37,2
62886,146884,3,13,1
62886,146885,4,8,1
62886,146886,5,5,1
62887,146887,1,39,2
62887,146888,2,46,1
62887,146889,3,13,1
62887,146890,4,6,2
62888,146891,1,28,2
62888,146892,2,6,2
62888,146893,3,2,1
62888,146894,4,0,2
62888,146895,5,27,1
62889,146896,1,47,1
62890,146897,1,67,2
62890,146898,2,69,1
62891,146899,1,65,2
62892,146900,1,30,1
62892,146901,2,25,2
62893,146902,1,71,2
62893,146903,2,70,1
62893,146904,3,16,2
62893,146905,4,13,1
62894,146906,1,50,2
62894,146907,2,44,1
62894,146908,3,17,2
62894,146909,4,15,1
62894,146910,5,51,1
62895,146911,1,94,1
62895,146912,2,88,2
62896,146913,1,42,1
62896,146914,2,35,2
62896,146915,3,7,1
62897,146916,1,50,2
62898,146917,1,68,2
62898,146918,2,72,1
62898,146919,3,49,1
62899,146920,1,54,1
62899,146921,2,52,2
62899,146922,3,20,1
62900,146923,1,77,1
62900,146924,2,79,2
62901,146925,1,58,1
62902,146926,1,50,2
62902,146927,2,44,1
62902,146928,3,17,2
62902,146929,4,15,1
62902,146930,5,51,1
62903,146931,1,39,2
62903,146932,2,34,1
62903,146933,3,18,2
62903,146934,4,10,1
62903,146935,5,4,1
62904,146936,1,36,2
62904,146937,2,30,1
62904,146938,3,8,1
62904,146939,4,7,2
62905,146940,1,74,2
62905,146941,2,81,1
62906,146942,1,27,1
62906,146943,2,3,1
62906,146944,3,26,2
62906,146945,4,7,2
62907,146946,1,53,2
62907,146947,2,68,1
62908,146948,1,64,1
62908,146949,2,66,2
62909,146950,1,62,1
62909,146951,2,58,2
62909,146952,3,16,1
62910,146953,1,76,1
62910,146954,2,76,2
62911,146955,1,38,1
62911,146956,2,36,2
62911,146957,3,10,1
62911,146958,4,3,2
62912,146959,1,23,1
62912,146960,2,23,2
62913,146961,1,68,1
62913,146962,2,63,2
62913,146963,3,16,2
62913,146964,4,11,1
62914,146965,1,26,2
62914,146966,2,32,1
62914,146967,3,5,1
62914,146968,4,4,1
62914,146969,5,1,2
62915,146970,1,20,1
62915,146971,2,22,1
62915,146972,3,21,1
62915,146973,4,19,1
62916,146974,1,37,2
62916,146975,2,40,1
62916,146976,3,14,2
62917,146977,1,40,1
62917,146978,2,38,2
62917,146979,3,8,1
62917,146980,4,4,1
62917,146981,5,3,2
62918,146982,1,53,1
62918,146983,2,38,2
62918,146984,3,20,2
62918,146985,4,13,1
62918,146986,5,10,1
62919,146987,1,43,1
62919,146988,2,40,2
62919,146989,3,11,1
62919,146990,4,10,1
62919,146991,5,9,1
62920,146992,1,26,2
62920,146993,2,30,1
62920,146994,3,8,2
62920,146995,4,6,2
62920,146996,5,0,1
62921,146997,1,42,2
62922,146998,1,46,1
62922,146999,2,44,2
62922,147000,3,3,2
62922,147001,4,15,1
62922,147002,5,79,1
62923,147003,1,34,2
62923,147004,2,12,1
62923,147005,3,5,2
62924,147006,1,83,1
62924,147007,2,81,2
62925,147008,1,57,2
62925,147009,2,58,1
62925,147010,3,27,1
62925,147011,4,25,1
62925,147012,5,19,1
62926,147013,1,36,2
62926,147014,2,43,1
62926,147015,3,6,1
62926,147016,4,0,2
62927,147017,1,46,2
62927,147018,2,43,1
62927,147019,3,16,1
62927,147020,4,15,1
62928,147021,1,71,1
62928,147022,2,67,2
62929,147023,1,57,2
62929,147024,2,58,1
62929,147025,3,27,1
62929,147026,4,25,1
62929,147027,5,19,1
62930,147028,1,26,2
62930,147029,2,24,1
62931,147030,1,37,2
62931,147031,2,29,1
62931,147032,3,13,1
62931,147033,4,10,2
62931,147034,5,9,1
62932,147035,1,23,2
62932,147036,2,5,2
62932,147037,3,3,1
62932,147038,4,1,1
62932,147039,5,25,1
62933,147040,1,29,1
62933,147041,2,26,2
62933,147042,3,4,2
62933,147043,4,1,2
62934,147044,1,35,2
62934,147045,2,38,1
62935,147046,1,40,1
62935,147047,2,30,2
62935,147048,3,6,2
62935,147049,4,4,1
62935,147050,5,4,1
62936,147051,1,22,1
62936,147052,2,19,1
62936,147053,3,24,1
62936,147054,4,22,1
62936,147055,5,20,2
62937,147056,1,26,2
62937,147057,2,32,1
62937,147058,3,5,1
62937,147059,4,4,1
62937,147060,5,1,2
62938,147061,1,68,1
62938,147062,2,31,1
62938,147063,3,58,2
62939,147064,1,47,2
62939,147065,2,52,1
62939,147066,3,19,2
62939,147067,4,17,1
62939,147068,5,12,2
62940,147069,1,32,1
62940,147070,2,37,1
62941,147071,1,51,1
62941,147072,2,45,2
62941,147073,3,14,1
62942,147074,1,39,2
62942,147075,2,18,1
62942,147076,3,12,2
62942,147077,4,10,1
62943,147078,1,35,2
62943,147079,2,41,1
62943,147080,3,15,2
62943,147081,4,7,1
62943,147082,5,4,2
62944,147083,1,57,2
62944,147084,2,58,1
62944,147085,3,27,1
62944,147086,4,25,1
62944,147087,5,19,1
62945,147088,1,58,1
62945,147089,2,45,2
62945,147090,3,6,1
62945,147091,4,5,1
62946,147092,1,56,1
62947,147093,1,69,1
62947,147094,2,69,2
62947,147095,3,39,2
62947,147096,4,12,2
62947,147097,5,6,1
62948,147098,1,51,1
62948,147099,2,48,2
62948,147100,3,22,1
62948,147101,4,17,2
62949,147102,1,33,1
62949,147103,2,8,1
62950,147104,1,69,1
62950,147105,2,55,2
62951,147106,1,58,1
62951,147107,2,59,2
62951,147108,3,86,2
62952,147109,1,72,1
62952,147110,2,70,2
62953,147111,1,40,1
62953,147112,2,30,2
62953,147113,3,6,2
62953,147114,4,4,1
62953,147115,5,4,1
62954,147116,1,75,1
62954,147117,2,73,2
62955,147118,1,75,2
62956,147119,1,38,1
62956,147120,2,35,2
62956,147121,3,10,2
62956,147122,4,5,2
62957,147123,1,63,2
62957,147124,2,63,1
62958,147125,1,62,2
62958,147126,2,64,1
62959,147127,1,63,1
62959,147128,2,20,1
62960,147129,1,49,2
62960,147130,2,49,1
62960,147131,3,28,1
62961,147132,1,51,1
62961,147133,2,48,2
62961,147134,3,22,1
62961,147135,4,17,2
62962,147136,1,72,1
62962,147137,2,68,2
62963,147138,1,61,1
62963,147139,2,56,2
62964,147140,1,23,1
62964,147141,2,24,2
62964,147142,3,3,2
62965,147143,1,29,2
62965,147144,2,31,1
62965,147145,3,0,2
62966,147146,1,77,1
62966,147147,2,77,2
62967,147148,1,57,2
62967,147149,2,58,1
62967,147150,3,27,1
62967,147151,4,25,1
62967,147152,5,19,1
62968,147153,1,37,2
62968,147154,2,12,1
62968,147155,3,10,1
62969,147156,1,54,2
62969,147157,2,68,1
62970,147158,1,21,2
62970,147159,2,24,1
62971,147160,1,40,2
62971,147161,2,41,1
62971,147162,3,17,2
62971,147163,4,10,1
62971,147164,5,8,2
62972,147165,1,46,2
62972,147166,2,20,1
62973,147167,1,65,2
62973,147168,2,66,1
62974,147169,1,49,1
62974,147170,2,32,2
62975,147171,1,23,2
62975,147172,2,23,1
62975,147173,3,1,2
62976,147174,1,74,1
62976,147175,2,62,2
62976,147176,3,39,1
62977,147177,1,57,2
62977,147178,2,59,1
62977,147179,3,26,1
62978,147180,1,31,1
62979,147181,1,76,1
62979,147182,2,75,2
62980,147183,1,24,1
62980,147184,2,23,2
62981,147185,1,57,2
62981,147186,2,58,1
62981,147187,3,27,1
62981,147188,4,25,1
62981,147189,5,19,1
62982,147190,1,48,1
62982,147191,2,48,2
62982,147192,3,19,1
62982,147193,4,12,1
62983,147194,1,45,1
62983,147195,2,0,1
62984,147196,1,28,1
62984,147197,2,26,2
62984,147198,3,9,2
62984,147199,4,6,1
62985,147200,1,40,1
62985,147201,2,38,2
62985,147202,3,8,1
62985,147203,4,4,1
62985,147204,5,3,2
62986,147205,1,46,2
62986,147206,2,43,1
62986,147207,3,16,1
62986,147208,4,15,1
62987,147209,1,65,2
62987,147210,2,68,1
62988,147211,1,39,1
62989,147212,1,22,2
62989,147213,2,22,2
62989,147214,3,21,2
62989,147215,4,21,2
62990,147216,1,28,2
62990,147217,2,29,1
62990,147218,3,1,1
62991,147219,1,21,1
62991,147220,2,20,2
62992,147221,1,83,2
62992,147222,2,87,1
62993,147223,1,50,1
62993,147224,2,52,2
62993,147225,3,15,1
62993,147226,4,21,1
62994,147227,1,40,2
62994,147228,2,21,1
62994,147229,3,20,1
62994,147230,4,14,1
62994,147231,5,57,1
62995,147232,1,23,1
62995,147233,2,24,2
62995,147234,3,3,2
62996,147235,1,52,2
62996,147236,2,23,2
62996,147237,3,14,2
62997,147238,1,56,2
62997,147239,2,58,1
62997,147240,3,81,2
62998,147241,1,60,2
62999,147242,1,29,2
62999,147243,2,37,1
62999,147244,3,1,2
63000,147245,1,23,2
63000,147246,2,23,1
63000,147247,3,1,2
63001,147248,1,66,1
63002,147249,1,35,2
63002,147250,2,38,1
63003,147251,1,52,1
63003,147252,2,50,2
63004,147253,1,47,2
63004,147254,2,52,1
63004,147255,3,12,2
63004,147256,4,10,2
63005,147257,1,61,2
63005,147258,2,58,1
63006,147259,1,26,2
63006,147260,2,6,2
63007,147261,1,21,1
63007,147262,2,20,2
63008,147263,1,44,2
63008,147264,2,22,2
63008,147265,3,20,1
63009,147266,1,42,2
63009,147267,2,18,2
63010,147268,1,44,1
63010,147269,2,48,2
63010,147270,3,14,1
63011,147271,1,50,1
63011,147272,2,47,2
63012,147273,1,80,1
63012,147274,2,78,2
63012,147275,3,59,1
63012,147276,4,45,2
63012,147277,5,7,2
63013,147278,1,68,2
63013,147279,2,76,1
63014,147280,1,24,2
63014,147281,2,26,1
63015,147282,1,57,2
63015,147283,2,57,1
63016,147284,1,68,2
63016,147285,2,76,1
63017,147286,1,22,1
63017,147287,2,3,1
63017,147288,3,0,1
63017,147289,4,19,2
63018,147290,1,34,1
63018,147291,2,26,2
63019,147292,1,52,1
63019,147293,2,44,2
63019,147294,3,20,1
63019,147295,4,18,2
