,subgraph_inf_t,inf_1,inf_2,was_inf,inf_weight_1,inf_weight_2,s_t+d,age,pid
8,1.0,0.0,4.0,0.0,0.0,14700.0,0.0,83,1484
9,1.0,0.0,4.0,0.0,0.0,14700.0,0.0,83,1484
10,1.0,0.0,4.0,0.0,0.0,14700.0,0.0,83,1484
0,1.0,0.0,1.0,0.0,0.0,48000.0,0.0,8,1487
1,1.0,0.0,2.0,0.0,0.0,48000.0,0.0,8,1487
0,1.0,0.0,1.0,0.0,0.0,55800.0,0.0,4,1488
1,1.0,0.0,2.0,0.0,0.0,55800.0,0.0,4,1488
0,1.0,0.0,1.0,0.0,0.0,6360.0,0.0,56,1504
1,1.0,0.0,2.0,0.0,0.0,6360.0,0.0,56,1504
0,1.0,0.0,1.0,0.0,0.0,42000.0,0.0,59,1512
1,1.0,0.0,2.0,0.0,0.0,42000.0,0.0,59,1512
2,1.0,0.0,3.0,0.0,0.0,42000.0,0.0,59,1512
3,1.0,0.0,4.0,0.0,0.0,42000.0,0.0,59,1512
4,1.0,0.0,4.0,0.0,0.0,42000.0,0.0,59,1512
5,1.0,0.0,4.0,0.0,0.0,42000.0,0.0,59,1512
6,2.0,0.0,4.0,0.0,0.0,57300.0,0.0,59,1512
7,2.0,0.0,4.0,0.0,0.0,57300.0,0.0,59,1512
8,2.0,0.0,4.0,0.0,0.0,57300.0,0.0,59,1512
0,1.0,0.0,1.0,0.0,0.0,6300.0,0.0,84,1517
0,1.0,0.0,1.0,0.0,0.0,4800.0,0.0,40,1519
1,1.0,0.0,2.0,0.0,0.0,4800.0,0.0,40,1519
0,1.0,0.0,1.0,0.0,0.0,72780.0,0.0,66,1528
1,1.0,0.0,2.0,0.0,0.0,72780.0,0.0,66,1528
0,1.0,0.0,1.0,0.0,0.0,1800.0,0.0,33,1529
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,93,1530
1,1.0,0.0,2.0,0.0,0.0,7200.0,0.0,93,1530
0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0,74,1539
1,1.0,0.0,2.0,0.0,0.0,3000.0,0.0,74,1539
0,1.0,0.0,1.0,0.0,0.0,51539.0,0.0,33,1562
0,1.0,0.0,1.0,0.0,0.0,3960.0,0.0,24,1564
1,1.0,0.0,2.0,0.0,0.0,3960.0,0.0,24,1564
2,1.0,0.0,3.0,0.0,0.0,3960.0,0.0,24,1564
0,1.0,0.0,1.0,0.0,0.0,7020.0,0.0,74,1565
1,1.0,0.0,2.0,0.0,0.0,7020.0,0.0,74,1565
2,1.0,0.0,1.0,0.0,0.0,3540.0,0.0,74,1565
3,1.0,0.0,2.0,0.0,0.0,3540.0,0.0,74,1565
4,1.0,0.0,3.0,0.0,0.0,3540.0,0.0,74,1565
0,1.0,0.0,1.0,0.0,0.0,1200.0,0.0,57,1579
0,1.0,0.0,1.0,0.0,0.0,3660.0,0.0,33,1580
0,1.0,0.0,1.0,0.0,0.0,7020.0,0.0,34,1587
1,1.0,0.0,2.0,0.0,0.0,7020.0,0.0,34,1587
2,1.0,0.0,1.0,0.0,0.0,3540.0,0.0,34,1587
3,1.0,0.0,2.0,0.0,0.0,3540.0,0.0,34,1587
4,1.0,0.0,3.0,0.0,0.0,3540.0,0.0,34,1587
0,1.0,0.0,1.0,0.0,0.0,15480.0,0.0,33,1590
1,1.0,0.0,2.0,0.0,0.0,15480.0,0.0,33,1590
0,1.0,0.0,1.0,0.0,0.0,4080.0,0.0,66,1598
1,1.0,0.0,2.0,0.0,0.0,4080.0,0.0,66,1598
2,1.0,0.0,3.0,0.0,0.0,4080.0,0.0,66,1598
0,1.0,0.0,1.0,0.0,0.0,32400.0,0.0,67,1605
0,1.0,0.0,1.0,0.0,0.0,3360.0,0.0,20,1621
1,1.0,0.0,2.0,0.0,0.0,3360.0,0.0,20,1621
0,1.0,0.0,1.0,0.0,0.0,21780.0,0.0,87,1629
1,1.0,0.0,2.0,0.0,0.0,21780.0,0.0,87,1629
2,1.0,0.0,1.0,0.0,0.0,3120.0,0.0,87,1629
0,1.0,0.0,1.0,0.0,0.0,12660.0,0.0,74,1641
1,1.0,0.0,2.0,0.0,0.0,12660.0,0.0,74,1641
2,1.0,0.0,3.0,0.0,0.0,12660.0,0.0,74,1641
0,1.0,0.0,1.0,0.0,0.0,7980.0,0.0,36,1646
1,1.0,0.0,2.0,0.0,0.0,7980.0,0.0,36,1646
2,1.0,0.0,1.0,0.0,0.0,900.0,0.0,36,1646
0,1.0,0.0,1.0,0.0,0.0,4560.0,0.0,58,1651
1,1.0,0.0,2.0,0.0,0.0,4560.0,0.0,58,1651
2,1.0,0.0,3.0,0.0,0.0,4560.0,0.0,58,1651
3,1.0,0.0,1.0,0.0,0.0,3060.0,0.0,58,1651
0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0,27,1655
1,1.0,0.0,2.0,0.0,0.0,3000.0,0.0,27,1655
0,1.0,0.0,1.0,0.0,0.0,141778.0,0.0,72,1657
1,1.0,0.0,2.0,0.0,0.0,141778.0,0.0,72,1657
2,1.0,0.0,1.0,0.0,0.0,138298.0,0.0,72,1657
3,1.0,0.0,2.0,0.0,0.0,138298.0,0.0,72,1657
4,1.0,0.0,3.0,0.0,0.0,138298.0,0.0,72,1657
0,1.0,0.0,1.0,0.0,0.0,23040.0,0.0,79,1658
1,2.0,1.0,3.0,0.0,12840.0,35880.0,0.0,79,1658
2,2.0,2.0,5.0,0.0,12840.0,35880.0,0.0,79,1658
3,2.0,2.0,6.0,0.0,12840.0,35880.0,0.0,79,1658
4,2.0,2.0,6.0,0.0,12840.0,35880.0,0.0,79,1658
5,2.0,1.0,5.0,0.0,12840.0,35880.0,0.0,79,1658
6,2.0,1.0,4.0,0.0,5880.0,28920.0,0.0,79,1658
7,2.0,2.0,4.0,0.0,5880.0,28920.0,0.0,79,1658
8,2.0,3.0,4.0,0.0,5880.0,28920.0,0.0,79,1658
0,1.0,0.0,1.0,0.0,0.0,7020.0,0.0,35,1662
1,1.0,0.0,2.0,0.0,0.0,7020.0,0.0,35,1662
2,1.0,0.0,1.0,0.0,0.0,3540.0,0.0,35,1662
3,1.0,0.0,2.0,0.0,0.0,3540.0,0.0,35,1662
4,1.0,0.0,3.0,0.0,0.0,3540.0,0.0,35,1662
0,1.0,0.0,1.0,0.0,0.0,7800.0,0.0,70,1670
1,1.0,0.0,2.0,0.0,0.0,7800.0,0.0,70,1670
0,1.0,0.0,1.0,0.0,0.0,88198.0,0.0,88,1697
1,1.0,0.0,2.0,0.0,0.0,88198.0,0.0,88,1697
0,1.0,0.0,1.0,0.0,0.0,12120.0,0.0,64,1698
1,2.0,1.0,3.0,0.0,1920.0,14040.0,0.0,64,1698
2,2.0,2.0,5.0,0.0,1920.0,14040.0,0.0,64,1698
3,2.0,2.0,6.0,0.0,1920.0,14040.0,0.0,64,1698
4,2.0,2.0,6.0,0.0,1920.0,14040.0,0.0,64,1698
5,2.0,1.0,5.0,0.0,1920.0,14040.0,0.0,64,1698
0,1.0,0.0,1.0,0.0,0.0,14400.0,0.0,5,1701
1,1.0,0.0,2.0,0.0,0.0,14400.0,0.0,5,1701
2,1.0,0.0,3.0,0.0,0.0,14400.0,0.0,5,1701
3,1.0,0.0,4.0,0.0,0.0,14400.0,0.0,5,1701
4,1.0,0.0,4.0,0.0,0.0,14400.0,0.0,5,1701
5,1.0,0.0,4.0,0.0,0.0,14400.0,0.0,5,1701
6,1.0,1.0,1.0,0.0,28800.0,28800.0,0.0,5,1701
7,1.0,2.0,2.0,0.0,28800.0,28800.0,0.0,5,1701
8,1.0,0.0,1.0,0.0,0.0,7140.0,0.0,5,1701
0,1.0,0.0,1.0,0.0,0.0,30240.0,0.0,2,1702
1,1.0,0.0,2.0,0.0,0.0,30240.0,0.0,2,1702
0,1.0,0.0,1.0,0.0,0.0,99600.0,0.0,22,1705
1,1.0,0.0,2.0,0.0,0.0,99600.0,0.0,22,1705
0,1.0,0.0,1.0,0.0,0.0,50699.0,0.0,75,1726
0,1.0,0.0,1.0,0.0,0.0,8100.0,0.0,23,1730
1,1.0,0.0,2.0,0.0,0.0,8100.0,0.0,23,1730
0,1.0,0.0,1.0,0.0,0.0,50879.0,0.0,45,1734
1,1.0,0.0,2.0,0.0,0.0,50879.0,0.0,45,1734
2,1.0,0.0,3.0,0.0,0.0,50879.0,0.0,45,1734
3,1.0,0.0,4.0,0.0,0.0,50879.0,0.0,45,1734
4,1.0,0.0,4.0,0.0,0.0,50879.0,0.0,45,1734
0,1.0,1.0,1.0,0.0,1200.0,1200.0,0.0,67,1736
0,1.0,0.0,1.0,0.0,0.0,92398.0,0.0,71,1737
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,63,1742
0,1.0,0.0,1.0,0.0,0.0,47640.0,0.0,63,1744
1,1.0,0.0,2.0,0.0,0.0,47640.0,0.0,63,1744
0,1.0,0.0,1.0,0.0,0.0,6540.0,0.0,35,1748
1,1.0,0.0,2.0,0.0,0.0,6540.0,0.0,35,1748
2,1.0,0.0,3.0,0.0,0.0,6540.0,0.0,35,1748
3,1.0,0.0,4.0,0.0,0.0,6540.0,0.0,35,1748
4,1.0,0.0,4.0,0.0,0.0,6540.0,0.0,35,1748
0,1.0,0.0,1.0,0.0,0.0,39420.0,0.0,69,1758
1,1.0,0.0,2.0,0.0,0.0,39420.0,0.0,69,1758
2,1.0,0.0,3.0,0.0,0.0,39420.0,0.0,69,1758
3,1.0,0.0,1.0,0.0,0.0,1020.0,0.0,69,1758
4,1.0,0.0,2.0,0.0,0.0,1020.0,0.0,69,1758
0,1.0,0.0,1.0,0.0,0.0,33000.0,0.0,71,1759
1,1.0,0.0,2.0,0.0,0.0,33000.0,0.0,71,1759
0,1.0,0.0,1.0,0.0,0.0,1860.0,0.0,93,1766
1,1.0,0.0,2.0,0.0,0.0,1860.0,0.0,93,1766
2,1.0,0.0,1.0,0.0,0.0,7680.0,0.0,93,1766
3,1.0,0.0,2.0,0.0,0.0,7680.0,0.0,93,1766
0,1.0,0.0,1.0,0.0,0.0,6300.0,0.0,64,1782
1,1.0,0.0,2.0,0.0,0.0,6300.0,0.0,64,1782
2,1.0,0.0,3.0,0.0,0.0,6300.0,0.0,64,1782
3,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,64,1782
4,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,64,1782
5,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,64,1782
0,1.0,0.0,1.0,0.0,0.0,30180.0,0.0,35,1801
0,1.0,0.0,1.0,0.0,0.0,1980.0,0.0,58,1824
0,1.0,0.0,1.0,0.0,0.0,5700.0,0.0,42,1833
1,1.0,0.0,2.0,0.0,0.0,5700.0,0.0,42,1833
2,1.0,0.0,3.0,0.0,0.0,5700.0,0.0,42,1833
3,1.0,0.0,4.0,0.0,0.0,5700.0,0.0,42,1833
4,1.0,0.0,4.0,0.0,0.0,5700.0,0.0,42,1833
5,1.0,0.0,4.0,0.0,0.0,5700.0,0.0,42,1833
0,1.0,0.0,1.0,0.0,0.0,8580.0,0.0,37,1836
1,1.0,0.0,2.0,0.0,0.0,8580.0,0.0,37,1836
0,1.0,0.0,1.0,0.0,0.0,2940.0,0.0,72,1840
1,1.0,0.0,2.0,0.0,0.0,2940.0,0.0,72,1840
2,1.0,0.0,3.0,0.0,0.0,2940.0,0.0,72,1840
0,1.0,0.0,1.0,0.0,0.0,10200.0,0.0,60,1849
0,1.0,1.0,1.0,0.0,12000.0,12000.0,0.0,61,1853
1,1.0,2.0,2.0,0.0,12000.0,12000.0,0.0,61,1853
0,1.0,0.0,1.0,0.0,0.0,35820.0,0.0,53,1854
1,1.0,0.0,2.0,0.0,0.0,35820.0,0.0,53,1854
0,1.0,0.0,1.0,0.0,0.0,8340.0,0.0,45,1856
1,1.0,0.0,2.0,0.0,0.0,8340.0,0.0,45,1856
2,1.0,0.0,3.0,0.0,0.0,8340.0,0.0,45,1856
0,1.0,0.0,1.0,0.0,0.0,39600.0,0.0,68,1861
1,2.0,0.0,3.0,0.0,0.0,56400.0,0.0,68,1861
2,2.0,0.0,5.0,0.0,0.0,56400.0,0.0,68,1861
3,2.0,0.0,6.0,0.0,0.0,56400.0,0.0,68,1861
4,2.0,0.0,6.0,0.0,0.0,56400.0,0.0,68,1861
5,2.0,0.0,5.0,0.0,0.0,56400.0,0.0,68,1861
6,2.0,1.0,4.0,0.0,28800.0,68400.0,0.0,68,1861
7,2.0,2.0,4.0,0.0,28800.0,68400.0,0.0,68,1861
8,2.0,3.0,4.0,0.0,28800.0,68400.0,0.0,68,1861
0,1.0,0.0,1.0,0.0,0.0,53999.0,0.0,63,1863
1,1.0,0.0,2.0,0.0,0.0,53999.0,0.0,63,1863
2,1.0,0.0,3.0,0.0,0.0,53999.0,0.0,63,1863
3,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,63,1863
4,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,63,1863
5,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,63,1863
0,1.0,0.0,1.0,0.0,0.0,21780.0,0.0,41,1873
1,1.0,0.0,2.0,0.0,0.0,21780.0,0.0,41,1873
2,1.0,0.0,1.0,0.0,0.0,43740.0,0.0,41,1873
0,1.0,0.0,1.0,0.0,0.0,45300.0,0.0,15,1875
1,1.0,0.0,2.0,0.0,0.0,45300.0,0.0,15,1875
2,1.0,0.0,3.0,0.0,0.0,45300.0,0.0,15,1875
0,1.0,0.0,1.0,0.0,0.0,31800.0,0.0,94,1878
1,1.0,0.0,2.0,0.0,0.0,31800.0,0.0,94,1878
0,1.0,0.0,1.0,0.0,0.0,900.0,0.0,65,1883
1,1.0,0.0,2.0,0.0,0.0,900.0,0.0,65,1883
2,1.0,0.0,3.0,0.0,0.0,900.0,0.0,65,1883
3,1.0,0.0,4.0,0.0,0.0,900.0,0.0,65,1883
4,1.0,0.0,4.0,0.0,0.0,900.0,0.0,65,1883
5,1.0,0.0,4.0,0.0,0.0,900.0,0.0,65,1883
0,1.0,0.0,1.0,0.0,0.0,5400.0,0.0,63,1902
1,1.0,0.0,2.0,0.0,0.0,5400.0,0.0,63,1902
0,1.0,0.0,1.0,0.0,0.0,8100.0,0.0,71,1904
1,1.0,0.0,2.0,0.0,0.0,8100.0,0.0,71,1904
2,1.0,0.0,3.0,0.0,0.0,8100.0,0.0,71,1904
0,1.0,0.0,1.0,0.0,0.0,79439.0,0.0,50,1908
1,1.0,0.0,2.0,0.0,0.0,79439.0,0.0,50,1908
2,1.0,0.0,3.0,0.0,0.0,79439.0,0.0,50,1908
3,1.0,0.0,4.0,0.0,0.0,79439.0,0.0,50,1908
4,1.0,0.0,4.0,0.0,0.0,79439.0,0.0,50,1908
0,1.0,0.0,1.0,0.0,0.0,4560.0,0.0,53,1919
1,1.0,0.0,2.0,0.0,0.0,4560.0,0.0,53,1919
0,1.0,0.0,1.0,0.0,0.0,3900.0,0.0,60,1933
0,1.0,0.0,1.0,0.0,0.0,2700.0,0.0,58,1934
0,1.0,0.0,1.0,0.0,0.0,62400.0,0.0,16,1940
1,1.0,0.0,2.0,0.0,0.0,62400.0,0.0,16,1940
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,60,1942
0,1.0,1.0,1.0,0.0,1800.0,1800.0,0.0,77,1946
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,22,1951
1,1.0,0.0,2.0,0.0,0.0,4500.0,0.0,22,1951
2,1.0,0.0,3.0,0.0,0.0,4500.0,0.0,22,1951
3,1.0,0.0,4.0,0.0,0.0,4500.0,0.0,22,1951
4,1.0,0.0,4.0,0.0,0.0,4500.0,0.0,22,1951
5,1.0,0.0,4.0,0.0,0.0,4500.0,0.0,22,1951
0,1.0,0.0,1.0,0.0,0.0,1020.0,0.0,57,1957
1,1.0,0.0,2.0,0.0,0.0,1020.0,0.0,57,1957
0,1.0,0.0,1.0,0.0,0.0,121498.0,0.0,70,1958
1,1.0,0.0,2.0,0.0,0.0,121498.0,0.0,70,1958
2,1.0,0.0,3.0,0.0,0.0,121498.0,0.0,70,1958
0,1.0,0.0,1.0,0.0,0.0,16200.0,0.0,67,1959
1,1.0,0.0,2.0,0.0,0.0,16200.0,0.0,67,1959
2,1.0,0.0,3.0,0.0,0.0,16200.0,0.0,67,1959
3,1.0,0.0,4.0,0.0,0.0,16200.0,0.0,67,1959
4,1.0,0.0,4.0,0.0,0.0,16200.0,0.0,67,1959
5,1.0,0.0,4.0,0.0,0.0,16200.0,0.0,67,1959
6,2.0,1.0,4.0,0.0,5400.0,21600.0,0.0,67,1959
7,2.0,2.0,4.0,0.0,5400.0,21600.0,0.0,67,1959
8,2.0,3.0,4.0,0.0,5400.0,21600.0,0.0,67,1959
0,1.0,0.0,1.0,0.0,0.0,16200.0,0.0,24,1960
1,1.0,0.0,2.0,0.0,0.0,16200.0,0.0,24,1960
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,47,1970
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,47,1970
2,1.0,0.0,3.0,0.0,0.0,5100.0,0.0,47,1970
0,1.0,0.0,1.0,0.0,0.0,42239.0,0.0,23,1980
1,1.0,0.0,2.0,0.0,0.0,42239.0,0.0,23,1980
2,1.0,0.0,3.0,0.0,0.0,42239.0,0.0,23,1980
0,1.0,0.0,1.0,0.0,0.0,18000.0,0.0,59,2002
1,1.0,0.0,2.0,0.0,0.0,18000.0,0.0,59,2002
2,1.0,0.0,3.0,0.0,0.0,18000.0,0.0,59,2002
3,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,59,2002
4,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,59,2002
5,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,59,2002
0,1.0,0.0,1.0,0.0,0.0,51300.0,0.0,35,2009
0,1.0,0.0,1.0,0.0,0.0,77400.0,0.0,34,2010
1,2.0,1.0,3.0,0.0,67200.0,144600.0,0.0,34,2010
2,2.0,2.0,5.0,0.0,67200.0,144600.0,0.0,34,2010
3,2.0,2.0,6.0,0.0,67200.0,144600.0,0.0,34,2010
4,2.0,2.0,6.0,0.0,67200.0,144600.0,0.0,34,2010
5,2.0,1.0,5.0,0.0,67200.0,144600.0,0.0,34,2010
0,1.0,0.0,1.0,0.0,0.0,2400.0,0.0,12,2011
1,1.0,0.0,2.0,0.0,0.0,2400.0,0.0,12,2011
0,1.0,0.0,1.0,0.0,0.0,9600.0,0.0,53,2027
1,1.0,0.0,2.0,0.0,0.0,9600.0,0.0,53,2027
0,1.0,0.0,1.0,0.0,0.0,4860.0,0.0,24,2031
1,1.0,0.0,2.0,0.0,0.0,4860.0,0.0,24,2031
0,1.0,0.0,1.0,0.0,0.0,50699.0,0.0,53,2033
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,51,2034
1,1.0,0.0,2.0,0.0,0.0,7200.0,0.0,51,2034
0,1.0,0.0,1.0,0.0,0.0,8700.0,0.0,61,2040
1,1.0,0.0,2.0,0.0,0.0,8700.0,0.0,61,2040
2,1.0,0.0,3.0,0.0,0.0,8700.0,0.0,61,2040
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,82,2044
1,1.0,0.0,2.0,0.0,0.0,1500.0,0.0,82,2044
2,1.0,0.0,1.0,0.0,0.0,111178.0,0.0,82,2044
3,1.0,0.0,2.0,0.0,0.0,111178.0,0.0,82,2044
4,1.0,0.0,3.0,0.0,0.0,111178.0,0.0,82,2044
5,1.0,0.0,1.0,0.0,0.0,4620.0,0.0,82,2044
0,1.0,0.0,1.0,0.0,0.0,17400.0,0.0,78,2045
1,1.0,0.0,2.0,0.0,0.0,17400.0,0.0,78,2045
2,1.0,0.0,3.0,0.0,0.0,17400.0,0.0,78,2045
3,1.0,0.0,4.0,0.0,0.0,17400.0,0.0,78,2045
4,1.0,0.0,4.0,0.0,0.0,17400.0,0.0,78,2045
5,1.0,0.0,4.0,0.0,0.0,17400.0,0.0,78,2045
6,2.0,1.0,4.0,0.0,6600.0,24000.0,0.0,78,2045
7,2.0,2.0,4.0,0.0,6600.0,24000.0,0.0,78,2045
8,2.0,3.0,4.0,0.0,6600.0,24000.0,0.0,78,2045
0,1.0,0.0,1.0,0.0,0.0,15900.0,0.0,66,2047
0,1.0,0.0,1.0,0.0,0.0,900.0,0.0,55,2050
0,1.0,0.0,1.0,0.0,0.0,2100.0,0.0,51,2054
1,1.0,0.0,2.0,0.0,0.0,2100.0,0.0,51,2054
0,1.0,0.0,1.0,0.0,0.0,38400.0,0.0,69,2061
1,1.0,0.0,2.0,0.0,0.0,38400.0,0.0,69,2061
0,1.0,0.0,1.0,0.0,0.0,6120.0,0.0,65,2062
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,65,2067
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,65,2067
2,1.0,0.0,3.0,0.0,0.0,5100.0,0.0,65,2067
0,1.0,0.0,1.0,0.0,0.0,2700.0,0.0,84,2077
1,1.0,0.0,2.0,0.0,0.0,2700.0,0.0,84,2077
2,1.0,0.0,3.0,0.0,0.0,2700.0,0.0,84,2077
0,1.0,0.0,1.0,0.0,0.0,53999.0,0.0,71,2079
1,1.0,0.0,2.0,0.0,0.0,53999.0,0.0,71,2079
2,1.0,0.0,3.0,0.0,0.0,53999.0,0.0,71,2079
3,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,71,2079
4,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,71,2079
5,1.0,0.0,4.0,0.0,0.0,53999.0,0.0,71,2079
0,1.0,0.0,1.0,0.0,0.0,6000.0,0.0,36,2084
1,1.0,0.0,2.0,0.0,0.0,6000.0,0.0,36,2084
2,1.0,0.0,3.0,0.0,0.0,6000.0,0.0,36,2084
3,1.0,0.0,4.0,0.0,0.0,6000.0,0.0,36,2084
4,1.0,0.0,4.0,0.0,0.0,6000.0,0.0,36,2084
5,1.0,0.0,4.0,0.0,0.0,6000.0,0.0,36,2084
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,42,2098
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,42,2098
0,1.0,0.0,1.0,0.0,0.0,2460.0,0.0,23,2100
0,1.0,0.0,1.0,0.0,0.0,2100.0,0.0,57,2106
1,1.0,0.0,2.0,0.0,0.0,2100.0,0.0,57,2106
0,1.0,0.0,1.0,0.0,0.0,12420.0,0.0,68,2112
1,1.0,0.0,2.0,0.0,0.0,12420.0,0.0,68,2112
2,1.0,0.0,1.0,0.0,0.0,8940.0,0.0,68,2112
3,1.0,0.0,2.0,0.0,0.0,8940.0,0.0,68,2112
4,1.0,0.0,3.0,0.0,0.0,8940.0,0.0,68,2112
0,1.0,0.0,1.0,0.0,0.0,13620.0,0.0,48,2113
1,1.0,0.0,2.0,0.0,0.0,13620.0,0.0,48,2113
2,1.0,0.0,1.0,0.0,0.0,10140.0,0.0,48,2113
3,1.0,0.0,2.0,0.0,0.0,10140.0,0.0,48,2113
4,1.0,0.0,3.0,0.0,0.0,10140.0,0.0,48,2113
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,57,2121
1,1.0,0.0,2.0,0.0,0.0,1500.0,0.0,57,2121
2,1.0,0.0,1.0,0.0,0.0,2520.0,0.0,57,2121
3,1.0,0.0,2.0,0.0,0.0,2520.0,0.0,57,2121
4,1.0,0.0,3.0,0.0,0.0,2520.0,0.0,57,2121
5,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,57,2121
6,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,57,2121
7,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,57,2121
0,1.0,0.0,1.0,0.0,0.0,48000.0,0.0,5,2130
1,1.0,0.0,2.0,0.0,0.0,48000.0,0.0,5,2130
0,1.0,0.0,1.0,0.0,0.0,40919.0,0.0,69,2133
1,1.0,0.0,2.0,0.0,0.0,40919.0,0.0,69,2133
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,57,2158
1,1.0,0.0,2.0,0.0,0.0,3300.0,0.0,57,2158
2,1.0,0.0,3.0,0.0,0.0,3300.0,0.0,57,2158
0,1.0,0.0,1.0,0.0,0.0,37800.0,0.0,79,2167
1,1.0,0.0,2.0,0.0,0.0,37800.0,0.0,79,2167
0,1.0,0.0,1.0,0.0,0.0,7740.0,0.0,60,2171
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,70,2175
0,1.0,0.0,1.0,0.0,0.0,17160.0,0.0,62,2188
1,1.0,0.0,2.0,0.0,0.0,17160.0,0.0,62,2188
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,63,2191
0,1.0,0.0,1.0,0.0,0.0,48000.0,0.0,5,2202
1,1.0,0.0,2.0,0.0,0.0,48000.0,0.0,5,2202
0,1.0,0.0,1.0,0.0,0.0,26400.0,0.0,45,2203
1,1.0,0.0,2.0,0.0,0.0,26400.0,0.0,45,2203
0,1.0,0.0,1.0,0.0,0.0,73199.0,0.0,41,2209
1,1.0,0.0,2.0,0.0,0.0,73199.0,0.0,41,2209
2,1.0,0.0,1.0,0.0,0.0,9300.0,0.0,41,2209
0,1.0,0.0,1.0,0.0,0.0,8700.0,0.0,46,2218
0,1.0,1.0,1.0,0.0,30600.0,30600.0,0.0,45,2220
1,1.0,2.0,2.0,0.0,30600.0,30600.0,0.0,45,2220
0,1.0,0.0,1.0,0.0,0.0,125698.0,0.0,50,2221
1,1.0,0.0,2.0,0.0,0.0,125698.0,0.0,50,2221
0,1.0,0.0,1.0,0.0,0.0,123898.0,0.0,25,2222
1,1.0,0.0,2.0,0.0,0.0,123898.0,0.0,25,2222
0,1.0,0.0,1.0,0.0,0.0,7500.0,0.0,1,2230
0,1.0,0.0,1.0,0.0,0.0,94498.0,0.0,47,2237
1,1.0,0.0,2.0,0.0,0.0,94498.0,0.0,47,2237
2,1.0,0.0,1.0,0.0,0.0,39479.0,0.0,47,2237
3,1.0,0.0,2.0,0.0,0.0,39479.0,0.0,47,2237
4,1.0,0.0,3.0,0.0,0.0,39479.0,0.0,47,2237
0,1.0,1.0,1.0,0.0,1800.0,1800.0,0.0,28,2238
1,1.0,2.0,2.0,0.0,1800.0,1800.0,0.0,28,2238
0,1.0,0.0,1.0,0.0,0.0,41759.0,0.0,48,2240
1,1.0,0.0,2.0,0.0,0.0,41759.0,0.0,48,2240
0,1.0,1.0,1.0,0.0,600.0,600.0,0.0,71,2251
1,2.0,2.0,3.0,0.0,600.0,11400.0,0.0,71,2251
2,2.0,3.0,5.0,0.0,600.0,11400.0,0.0,71,2251
3,2.0,4.0,6.0,0.0,600.0,11400.0,0.0,71,2251
4,2.0,4.0,6.0,0.0,600.0,11400.0,0.0,71,2251
5,2.0,4.0,5.0,0.0,600.0,11400.0,0.0,71,2251
6,2.0,3.0,4.0,0.0,600.0,12000.0,0.0,71,2251
7,2.0,2.0,4.0,0.0,600.0,12000.0,0.0,71,2251
8,2.0,1.0,4.0,0.0,600.0,12000.0,0.0,71,2251
0,1.0,0.0,1.0,0.0,0.0,1980.0,0.0,32,2256
0,1.0,0.0,1.0,0.0,0.0,29820.0,0.0,1,2258
1,1.0,0.0,2.0,0.0,0.0,29820.0,0.0,1,2258
0,1.0,0.0,1.0,0.0,0.0,2640.0,0.0,26,2265
1,1.0,0.0,2.0,0.0,0.0,2640.0,0.0,26,2265
0,1.0,0.0,1.0,0.0,0.0,34440.0,0.0,37,2266
1,1.0,0.0,2.0,0.0,0.0,34440.0,0.0,37,2266
0,1.0,0.0,1.0,0.0,0.0,5520.0,0.0,65,2288
1,1.0,0.0,2.0,0.0,0.0,5520.0,0.0,65,2288
0,1.0,0.0,1.0,0.0,0.0,900.0,0.0,63,2290
1,1.0,0.0,2.0,0.0,0.0,900.0,0.0,63,2290
